pKey;JobStartDate;JobEndDate;APINumber;StateNumber;CountyNumber;OperatorName;WellName;Latitude;Longitude;Projection;TVD;TotalBaseWaterVolume;TotalBaseNonWaterVolume;StateName;CountyName;FFVersion;FederalWell;IndianWell
742F11DB-C526-4495-B634-159994D8BB14;2010-10-15 18:24:00.000;2011-02-02 23:01:27.000;33061012740000;33;61;Hess Corporation; EN-Will Trust A 157-94-2734H3;48,4001;-102,812162;NAD27;10031;1032036;0;North Dakota;Mountrail;2;0;0
06234712-22DD-40DA-AA41-DCB85EBDC88B;2010-10-16 00:00:00.000;2010-10-16 00:00:00.000;5103116280000;5;103;WPX Energy;RGU 41-26-198;39,9392507;-108,3506028;NAD83;NULL;NULL;NULL;Colorado;Rio Blanco;1;0;0
86B0B016-1803-47A7-8935-127319E14B25;2010-10-16 00:00:00.000;2010-10-16 00:00:00.000;5103116290000;5;103;WPX Energy;RGU 511-25-198;39,9391601;-108,35053;NAD83;NULL;NULL;NULL;Colorado;Rio Blanco;1;0;0
E04EBE21-B997-4244-AF92-64169E9F1706;2010-10-16 00:00:00.000;2010-10-16 00:00:00.000;37059254700000;37;59;Energy Corporation of America;Penneco Morrow  #1MH;39,841411;-80,086167;NAD27;8230;4970406;NULL;PA;Greene;1;0;0
A3A5F072-3BCC-4BE0-BA3E-9E0B5A696B9F;2010-10-16 00:00:00.000;2010-10-16 00:00:00.000;42121338660000;42;121;WPX Energy;Rice Ranch B5H;33,0649188;-97,1436882;NAD27;NULL;NULL;NULL;Texas;Denton;1;0;0
0932E366-2B0F-404B-A3B1-AFC4A5E201FC;2010-10-18 00:00:00.000;2010-10-18 00:00:00.000;5103115180000;5;103;WPX Energy;RG 531-16-397;39,7929084;-108,2805816;NAD83;NULL;NULL;NULL;Colorado;Rio Blanco;1;0;0
A1BFD768-2655-468E-B995-090FD474BA76;2010-10-18 00:00:00.000;2010-10-18 00:00:00.000;5103115170000;5;103;WPX Energy;RG 41-16-397;39,7929451;-108,2805574;NAD83;NULL;NULL;NULL;Colorado;Rio Blanco;1;0;0
3299E97C-D8CE-4D8B-95D7-CE24311C0833;2010-10-20 00:00:00.000;2010-10-20 00:00:00.000;5045191980000;5;45;WPX Energy;SG 44-28;39,4045474;-108,110483;NAD83;NULL;NULL;NULL;Colorado;Garfield;1;0;0
987C415D-B52D-4325-8B2F-7B990C46AC82;2010-10-23 00:00:00.000;2010-10-23 00:00:00.000;37015205820000;37;15;Southwestern Energy ;HECKMAN-HIDUK G U #1H;41,772158;-76,225639;NAD27;NULL;NULL;NULL;Pennsylvania;Bradford;1;0;0
B83ECDD5-81D4-466C-B48D-38731B2AD1FD;2010-10-23 00:00:00.000;2010-10-23 00:00:00.000;37015205830000;37;15;Southwestern Energy ;FERGUSON-KEISLING G U #1H;41,7722;-76,225591;NAD27;NULL;NULL;NULL;Pennsylvania;Bradford;1;0;0
261CC8D5-7E90-4EB9-9D74-6A2BD6FD2DF3;2010-10-24 00:00:00.000;2010-10-24 00:00:00.000;37015205810000;37;15;Southwestern Energy ;HECKMAN-CAMP GU #1H;41,772253;-76,22574;NAD27;NULL;NULL;NULL;Pennsylvania;Bradford;1;0;0
EB4DAFA2-5777-4672-B43D-50FFF06F73C6;2010-10-24 00:00:00.000;2010-10-24 00:00:00.000;42227369940000;42;227;Athlon Energy Operating LLC;Nichols 16 #1;32,324129;-101,467171;NAD27;9781;1147829,603;NULL;Texas;Howard;1;0;0
8EC09258-A23D-4E7F-B18A-9FCE7AF27434;2010-10-25 14:00:43.000;2010-11-02 14:01:23.000;33061012890000;33;61;Hess Corporation; EN-FISHER-157-94-  2116H-2 1;48,40242;-102,826183;NAD27;9592;1463003;0;North Dakota;Mountrail;2;0;0
CC4DE86B-57A8-46A8-BA5F-5BB51FA32056;2010-10-27 00:00:00.000;2010-10-27 00:00:00.000;37059253890000;37;59;Energy Corporation of America;Hoge Noce #2-MH;39,883144;-79,988736;NAD83;8088;3806586;NULL;PA;Greene;1;0;0
11C54934-65E8-45F8-A3BB-2A26A1FA449D;2010-10-27 00:00:00.000;2010-10-27 00:00:00.000;37059254420000;37;59;Energy Corporation of America;Hoge Noce  #3 MH;39,883167;-79,988781;NAD83;8089;4090507;NULL;PA;Greene;1;0;0
74BFCD90-07E5-4525-8C76-3B1ED90AFFA3;2010-11-01 00:00:00.000;2010-11-01 00:00:00.000;37105216530000;37;105;Pennsylvania General Energy;Pine Hill #2415;41,61471;-77,87653;NAD83;6200;5814438;NULL;Pennsylvania;Potter;1;0;0
8DB6CAFF-84D1-4C77-9F8F-FF4EC4F36544;2010-11-04 00:00:00.000;2010-11-04 00:00:00.000;5045181070000;5;45;WPX Energy;PA 31-20;39,5141655;-108,0160713;NAD83;NULL;NULL;NULL;Colorado;Garfield;1;0;0
